SMILES;cpd;ChEBI;compoundname;value_NR_AR;label_NR_AR;value_NR_AR_LBD;label_NR_AR_LBD;value_NR_AhR;label_NR_AhR;value_NR_Aromatase;label_NR_Aromatase;value_NR_ER;label_NR_ER;value_NR_ER_LBD;label_NR_ER_LBD;value_NR_PPAR_gamma;label_NR_PPAR_gamma;value_NR_GR;label_NR_GR;value_NR_TR;label_NR_TR;value_SR_ARE;label_SR_ARE;value_SR_ATAD5;label_SR_ATAD5;value_SR_HSE;label_SR_HSE;value_SR_MMP;label_SR_MMP;value_SR_p53;label_SR_p53;value_Gen_AMES_Mutagenesis;label_Gen_AMES_Mutagenesis;value_Gen_Carcinogenesis;label_Gen_Carcinogenesis;value_Gen_Micronucleus;label_Gen_Micronucleus;value_Env_Fathead_Minnow;label_Env_Fathead_Minnow;value_Env_T_Pyriformis;label_Env_T_Pyriformis;value_Env_Honey_Bee;label_Env_Honey_Bee;value_Env_Biodegradation;label_Env_Biodegradation;value_Env_Crustacean;label_Env_Crustacean;value_Env_Avian;label_Env_Avian;value_Org_Skin_Sensitisation;label_Org_Skin_Sensitisation;value_Org_hERG_I_Inhibitor;label_Org_hERG_I_Inhibitor;value_Org_hERG_II_Inhibitor;label_Org_hERG_II_Inhibitor;value_Org_Liver_Injury_I;label_Org_Liver_Injury_I;value_Org_Liver_Injury_II;label_Org_Liver_Injury_II;value_Org_Eye_Irritation;label_Org_Eye_Irritation;value_Org_Eye_Corrosion;label_Org_Eye_Corrosion;value_Org_Respiratory_Disease;label_Org_Respiratory_Disease
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O;C11008;957;2.6-Dinitrotoluene;0;High Safety;0;High Safety;0.06;High Safety;0;High Safety;0.08;High Safety;0.02;High Safety;0.02;High Safety;0.18;Medium Safety;0.06;High Safety;0.18;Medium Safety;0.01;High Safety;0;High Safety;0.18;Medium Safety;0.04;High Safety;1;High Toxicity;0.09;High Safety;0.5;Low Toxicity;0.8;Medium Toxicity;0.99;High Toxicity;1;High Toxicity;0.1;High Safety;0;High Safety;0;High Safety;0.9;High Toxicity;0.01;High Safety;0.09;High Safety;0.7;Medium Toxicity;0.31;Medium Safety;0.99;High Toxicity;0.71;Medium Toxicity;0.12;High Safety
Cc1c[nH]cn1;C19262;40035;4-Methylimidazole;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.03;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0.05;High Safety;0.02;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.53;Low Toxicity;0.13;High Safety;0.42;Low Safety;0.46;Low Safety;0.24;Medium Safety;0.41;Low Safety;0.01;High Safety;0.88;High Toxicity;0.05;High Safety;0.24;Medium Safety;0.37;Low Safety;0.2;Medium Safety;0.95;High Toxicity;0.73;Medium Toxicity;0.43;Low Safety
Cc1cc(ccc1N)-c1ccc(N)c(C)c1;C14443;34320;3.3'-Dimethylbenzidine;0;High Safety;0;High Safety;0.89;High Toxicity;0;High Safety;0.32;Medium Safety;0.49;Low Safety;0.02;High Safety;0.17;Medium Safety;0;High Safety;0.32;Medium Safety;0.08;High Safety;0;High Safety;0.11;High Safety;0.1;High Safety;1;High Toxicity;0.15;High Safety;0.51;Low Toxicity;0.93;High Toxicity;1;High Toxicity;0.28;Medium Safety;0.04;High Safety;0.6;Low Toxicity;0.62;Low Toxicity;0.76;Medium Toxicity;0.1;High Safety;0.14;High Safety;0.96;High Toxicity;0.17;Medium Safety;0.96;High Toxicity;0.03;High Safety;0.29;Medium Safety
Cc1ccc(C)cc1;C06756;27417;p-Xylene;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0.03;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.03;High Safety;0.04;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.49;Low Safety;0.93;High Toxicity;1;High Toxicity;0.63;Low Toxicity;0.67;Medium Toxicity;0.82;Medium Toxicity;0.82;Medium Toxicity;0.84;High Toxicity;0.1;High Safety;0.2;Medium Safety;0.48;Low Safety;0.24;Medium Safety;1;High Toxicity;0.9;High Toxicity;0;High Safety
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;C11006;920;2.4-Dinitrotoluene;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.06;High Safety;0.01;High Safety;0.02;High Safety;0.18;Medium Safety;0.06;High Safety;0.19;Medium Safety;0.01;High Safety;0;High Safety;0.19;Medium Safety;0.04;High Safety;1;High Toxicity;0.09;High Safety;0.5;Low Toxicity;0.94;High Toxicity;1;High Toxicity;1;High Toxicity;0.07;High Safety;0;High Safety;0.94;High Toxicity;0.97;High Toxicity;0.02;High Safety;0.11;High Safety;0.7;Medium Toxicity;0.27;Medium Safety;0.99;High Toxicity;0.77;Medium Toxicity;0.21;Medium Safety
Cc1ccc(O)cc1;C01468;17847;4-Cresol;0;High Safety;0;High Safety;0.05;High Safety;0;High Safety;0.3;Medium Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.08;High Safety;0.03;High Safety;0.03;High Safety;0;High Safety;0.11;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.85;High Toxicity;1;High Toxicity;0.46;Low Safety;0.7;Medium Toxicity;1;High Toxicity;0;High Safety;0.93;High Toxicity;0.04;High Safety;0.17;Medium Safety;0.2;Medium Safety;0.38;Low Safety;0.99;High Toxicity;0.99;High Toxicity;0;High Safety
Cc1ccc2ccccc2c1;C14098;50720;2-Methylnaphthalene;0;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0.1;High Safety;0.03;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0.03;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.89;High Toxicity;0.98;High Toxicity;0.43;Low Safety;0.27;Medium Safety;1;High Toxicity;0;High Safety;0.73;Medium Toxicity;0.05;High Safety;0.14;High Safety;0.47;Low Safety;0.28;Medium Safety;0.99;High Toxicity;0.91;High Toxicity;0.14;High Safety
Cc1cccc(C)c1;C07208;28488;m-Xylene;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.04;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.79;Medium Toxicity;0.93;High Toxicity;0.09;High Safety;0.66;Low Toxicity;0.74;Medium Toxicity;0.65;Low Toxicity;0.89;High Toxicity;0.01;High Safety;0.18;Medium Safety;0.43;Low Safety;0.29;Medium Safety;1;High Toxicity;0.92;High Toxicity;0;High Safety
Cc1cccc(C)c1N;C11004;28738;2.6-Dimethylaniline;0;High Safety;0;High Safety;0.21;Medium Safety;0;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.78;Medium Toxicity;1;High Toxicity;0;High Safety;0.04;High Safety;0.63;Low Toxicity;0.67;Medium Toxicity;0.85;High Toxicity;0.02;High Safety;0.15;High Safety;0.39;Low Safety;0.31;Medium Safety;0.98;High Toxicity;0.78;Medium Toxicity;0;High Safety
Cc1cccc(O)c1;C01467;17231;3-Cresol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.08;High Safety;0.1;High Safety;0.02;High Safety;0;High Safety;0.08;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.08;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.76;Medium Toxicity;0.88;High Toxicity;0.28;Medium Safety;0.52;Low Toxicity;0.73;Medium Toxicity;0;High Safety;0.92;High Toxicity;0;High Safety;0.13;High Safety;0.5;Low Toxicity;0.38;Low Safety;1;High Toxicity;0.98;High Toxicity;0;High Safety
Cc1ccccc1;C01455;17578;Toluene;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.84;High Toxicity;1;High Toxicity;0.06;High Safety;0.85;High Toxicity;1;High Toxicity;0.01;High Safety;0.55;Low Toxicity;0.04;High Safety;0.2;Medium Safety;0.51;Low Toxicity;0.49;Low Safety;1;High Toxicity;0.89;High Toxicity;0.13;High Safety
Cc1ccccc1[N+]([O-])=O;C19597;33098;2-Nitrotoluene;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0.01;High Safety;0.03;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0.5;Low Toxicity;0.73;Medium Toxicity;1;High Toxicity;0.22;Medium Safety;0.05;High Safety;1;High Toxicity;0.01;High Safety;0.91;High Toxicity;0.02;High Safety;0.09;High Safety;0.34;Low Safety;0.35;Low Safety;0.99;High Toxicity;0.9;High Toxicity;0;High Safety
Cc1ccccc1C;C07212;28063;o-Xylene;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.94;High Toxicity;0.94;High Toxicity;0.22;Medium Safety;0.74;Medium Toxicity;0.92;High Toxicity;0.7;Medium Toxicity;0.68;Medium Toxicity;0.06;High Safety;0.2;Medium Safety;0.86;High Toxicity;0.44;Low Safety;0.99;High Toxicity;0.9;High Toxicity;0;High Safety
Cc1ccccc1N;C14403;66892;ortho-Toluidine;0;High Safety;0;High Safety;0.14;High Safety;0;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.37;Low Safety;0.85;High Toxicity;0;High Safety;0.46;Low Safety;0;High Safety;0.69;Medium Toxicity;0.79;Medium Toxicity;0.03;High Safety;0.18;Medium Safety;0.44;Low Safety;0.36;Low Safety;0.98;High Toxicity;0.79;Medium Toxicity;0.05;High Safety
Cc1ccccc1O;C01542;28054;o-Cresol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.06;High Safety;0.02;High Safety;0.02;High Safety;0.01;High Safety;0.08;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.03;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.92;High Toxicity;0.87;High Toxicity;0;High Safety;0.62;Low Toxicity;0.61;Low Toxicity;0;High Safety;0.85;High Toxicity;0.01;High Safety;0.16;High Safety;0.33;Medium Safety;0.5;Low Toxicity;0.99;High Toxicity;0.99;High Toxicity;0;High Safety
Cc1cccn2c1nc1ccc(N)nc21;C19244;82330;Glu-P-1;0.01;High Safety;0;High Safety;0.99;High Toxicity;0.06;High Safety;0.24;Medium Safety;0.04;High Safety;0.01;High Safety;0.1;High Safety;0.19;Medium Safety;0.27;Medium Safety;0.06;High Safety;0.32;Medium Safety;0.02;High Safety;0.04;High Safety;1;High Toxicity;0.3;Medium Safety;0.53;Low Toxicity;0.18;Medium Safety;0.76;Medium Toxicity;0.62;Low Toxicity;0.15;High Safety;0.79;Medium Toxicity;0.05;High Safety;0.76;Medium Toxicity;0.19;Medium Safety;0.24;Medium Safety;0.49;Low Safety;0.12;High Safety;0.06;High Safety;0.04;High Safety;0.82;Medium Toxicity
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O;C07210;10110;Zidovudine;0.02;High Safety;0;High Safety;0.08;High Safety;0;High Safety;0.09;High Safety;0;High Safety;0.01;High Safety;0.02;High Safety;0.03;High Safety;0.05;High Safety;0.01;High Safety;0;High Safety;0.01;High Safety;0.51;Low Toxicity;1;High Toxicity;0.61;Low Toxicity;0.5;Low Toxicity;0.32;Medium Safety;0.54;Low Toxicity;0.15;High Safety;0.14;High Safety;0.32;Medium Safety;0.01;High Safety;0.67;Medium Toxicity;0.08;High Safety;0;High Safety;0.33;Medium Safety;0.13;High Safety;0;High Safety;0;High Safety;1;High Toxicity
Cc1nc(N)c(C)c2[nH]c3ccccc3c12;C19306;82376;Trp-P-1;0.04;High Safety;0.03;High Safety;0.99;High Toxicity;0.11;High Safety;0.24;Medium Safety;0.07;High Safety;0.02;High Safety;0.19;Medium Safety;0.68;Medium Toxicity;0.37;Low Safety;0.15;High Safety;0.44;Low Safety;0.2;Medium Safety;0.19;Medium Safety;0.95;High Toxicity;0.15;High Safety;0.51;Low Toxicity;0.91;High Toxicity;0.99;High Toxicity;0.07;High Safety;0.01;High Safety;0.88;High Toxicity;0.03;High Safety;0.59;Low Toxicity;0.15;High Safety;0.29;Medium Safety;0.35;Low Safety;0.1;High Safety;0.03;High Safety;0;High Safety;0.64;Low Toxicity
Cc1nc(N)cc2[nH]c3ccccc3c12;C14416;34328;Trp-P-2;0.03;High Safety;0.07;High Safety;1;High Toxicity;0.07;High Safety;0.25;Medium Safety;0.09;High Safety;0.02;High Safety;0.12;High Safety;0.68;Medium Toxicity;0.39;Low Safety;0.19;Medium Safety;0.38;Low Safety;0.22;Medium Safety;0.15;High Safety;0.98;High Toxicity;0.15;High Safety;0.51;Low Toxicity;0.91;High Toxicity;0.99;High Toxicity;0.07;High Safety;0.02;High Safety;0.84;High Toxicity;0.03;High Safety;0.66;Low Toxicity;0.14;High Safety;0.26;Medium Safety;0.37;Low Safety;0.1;High Safety;0.09;High Safety;0.02;High Safety;0.62;Low Toxicity
Cc1onc(O)c1CC(N)C(O)=O;C13672;34018;AMPA;0.03;High Safety;0.02;High Safety;0.01;High Safety;0.01;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0.03;High Safety;0.01;High Safety;0.04;High Safety;0;High Safety;0.05;High Safety;0.04;High Safety;0.01;High Safety;0.39;Low Safety;0.12;High Safety;0.52;Low Toxicity;0.4;Low Safety;0.39;Low Safety;0.12;High Safety;0.66;Low Toxicity;0.37;Low Safety;0;High Safety;0.57;Low Toxicity;0.03;High Safety;0.01;High Safety;0.38;Low Safety;0.25;Medium Safety;0.07;High Safety;0.13;High Safety;0.71;Medium Toxicity
CCC(C)=O;C02845;28398;Methyl ethyl ketone;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.02;High Safety;0;High Safety;1;High Toxicity;0.99;High Toxicity;0;High Safety;0.03;High Safety;0.78;Medium Toxicity;0.03;High Safety;0.09;High Safety;0;High Safety;0.43;Low Safety;0.99;High Toxicity;0.99;High Toxicity;0;High Safety
CCC1(C(=O)NC(=O)NC1=O)c1ccccc1;C07434;8069;Phenobarbital;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.24;Medium Safety;0.01;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.02;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.09;High Safety;0.51;Low Toxicity;0.16;High Safety;0.87;High Toxicity;0.18;Medium Safety;0.05;High Safety;0.27;Medium Safety;0.01;High Safety;0.46;Low Safety;0;High Safety;0;High Safety;0.2;Medium Safety;0.08;High Safety;0.15;High Safety;0;High Safety;1;High Toxicity
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1;C07675;8228;Pioglitazone;0.01;High Safety;0.01;High Safety;0.12;High Safety;0.04;High Safety;0.13;High Safety;0.01;High Safety;0.65;Low Toxicity;0.18;Medium Safety;0.22;Medium Safety;0.47;Low Safety;0.02;High Safety;0.01;High Safety;0.19;Medium Safety;0.01;High Safety;0.35;Low Safety;0.09;High Safety;0.51;Low Toxicity;0.99;High Toxicity;0.97;High Toxicity;0.94;High Toxicity;0.02;High Safety;0.67;Medium Toxicity;0.01;High Safety;0.27;Medium Safety;0.04;High Safety;0.26;Medium Safety;0.71;Medium Toxicity;0.02;High Safety;0.01;High Safety;0;High Safety;1;High Toxicity
CCc1cccc(CC)c1N(COC)C(=O)CCl;C10928;2533;Alachlor;0;High Safety;0;High Safety;0.06;High Safety;0.09;High Safety;0.17;Medium Safety;0.01;High Safety;0.02;High Safety;0.09;High Safety;0.48;Low Safety;0.79;Medium Toxicity;0.01;High Safety;0.26;Medium Safety;0.15;High Safety;0.04;High Safety;1;High Toxicity;0;High Safety;0.5;Low Toxicity;0.99;High Toxicity;0.99;High Toxicity;0.03;High Safety;0.25;Medium Safety;1;High Toxicity;0.01;High Safety;0.55;Low Toxicity;0.03;High Safety;0.05;High Safety;0.08;High Safety;0.18;Medium Safety;0.64;Low Toxicity;0.13;High Safety;0.28;Medium Safety
CCc1ccccc1;C07111;16101;Ethylbenzene;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.06;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.49;Low Safety;0.84;High Toxicity;0.95;High Toxicity;0;High Safety;0.6;Low Toxicity;0.69;Medium Toxicity;0;High Safety;0.79;Medium Toxicity;0.03;High Safety;0.09;High Safety;0.22;Medium Safety;0.71;Medium Toxicity;1;High Toxicity;0.97;High Toxicity;0.47;Low Safety
CCC1CO1;C19237;82326;1.2-Epoxybutane;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.07;High Safety;0.22;Medium Safety;0.28;Medium Safety;0.84;High Toxicity;0.14;High Safety;0.01;High Safety;0.73;Medium Toxicity;0.04;High Safety;0.28;Medium Safety;0.29;Medium Safety;0.64;Low Toxicity;0.99;High Toxicity;0.96;High Toxicity;0.15;High Safety
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC;C18149;81543;Tributyltin oxide;0;High Safety;0.04;High Safety;0.01;High Safety;0.05;High Safety;0.04;High Safety;0.15;High Safety;0.81;Medium Toxicity;0.2;Medium Safety;0.12;High Safety;0.75;Medium Toxicity;0;High Safety;1;High Toxicity;0.85;High Toxicity;0.12;High Safety;0.1;High Safety;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;0.96;High Toxicity;0.14;High Safety;0.04;High Safety;0.97;High Toxicity;0.01;High Safety;0.71;Medium Toxicity;0.05;High Safety;0.28;Medium Safety;0.2;Medium Safety;0.4;Low Safety;0.98;High Toxicity;0.69;Medium Toxicity;0.22;Medium Safety
CCCC[Sn](Cl)(CCCC)CCCC;C15224;79734;Tributyltin chloride;0;High Safety;0;High Safety;0;High Safety;0.28;Medium Safety;0.08;High Safety;0.25;Medium Safety;0.69;Medium Toxicity;0.07;High Safety;0.06;High Safety;0.79;Medium Toxicity;0.01;High Safety;0.91;High Toxicity;0.91;High Toxicity;0.05;High Safety;0.19;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.98;High Toxicity;0.98;High Toxicity;0.35;Low Safety;0.05;High Safety;0.91;High Toxicity;0.01;High Safety;0.73;Medium Toxicity;0.03;High Safety;0.22;Medium Safety;0.2;Medium Safety;0.46;Low Safety;0.97;High Toxicity;0.98;High Toxicity;0.23;Medium Safety
CCCc1cc(=O)[nH]c(=S)[nH]1;C07569;8502;Propylthiouracil;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0.03;High Safety;0.02;High Safety;0.02;High Safety;0.04;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.18;Medium Safety;0;High Safety;0.5;Low Toxicity;0.25;Medium Safety;0.69;Medium Toxicity;0;High Safety;0.21;Medium Safety;0.25;Medium Safety;0.01;High Safety;0.68;Medium Toxicity;0.02;High Safety;0.14;High Safety;0.13;High Safety;0.1;High Safety;0.75;Medium Toxicity;0.07;High Safety;1;High Toxicity
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC;C14240;34675;Di(2-ethylhexyl) adipate;0;High Safety;0.03;High Safety;0.02;High Safety;0;High Safety;0.06;High Safety;0.01;High Safety;0.01;High Safety;0.02;High Safety;0.03;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.01;High Safety;0.03;High Safety;0;High Safety;0.12;High Safety;0.49;Low Safety;0.94;High Toxicity;0.99;High Toxicity;0.97;High Toxicity;0.97;High Toxicity;0.91;High Toxicity;0.01;High Safety;0.82;Medium Toxicity;0.13;High Safety;0.22;Medium Safety;0.03;High Safety;0.75;Medium Toxicity;0.98;High Toxicity;0.45;Low Safety;0;High Safety
CCCCCCCCc1ccc(O)cc1;C14132;34432;4-Octylphenol;0;High Safety;0;High Safety;0.04;High Safety;0.04;High Safety;0.63;Low Toxicity;0.44;Low Safety;0.01;High Safety;0.04;High Safety;0.08;High Safety;0.16;High Safety;0.01;High Safety;0;High Safety;1;High Toxicity;0.03;High Safety;0.02;High Safety;0.15;High Safety;0.47;Low Safety;1;High Toxicity;1;High Toxicity;0;High Safety;0.18;Medium Safety;1;High Toxicity;0.01;High Safety;0.78;Medium Toxicity;0.11;High Safety;0.21;Medium Safety;0.15;High Safety;0.4;Low Safety;1;High Toxicity;0.63;Low Toxicity;0.25;Medium Safety
CCCCCCCCCc1ccc(O)cc1;C14550;34440;4-Nonylphenol;0;High Safety;0;High Safety;0.04;High Safety;0.04;High Safety;0.71;Medium Toxicity;0.58;Low Toxicity;0.01;High Safety;0.03;High Safety;0.08;High Safety;0.19;Medium Safety;0.01;High Safety;0;High Safety;1;High Toxicity;0.04;High Safety;0;High Safety;0.15;High Safety;0.47;Low Safety;1;High Toxicity;1;High Toxicity;0;High Safety;0.18;Medium Safety;0.98;High Toxicity;0.01;High Safety;0.77;Medium Toxicity;0.08;High Safety;0.21;Medium Safety;0.01;High Safety;0.41;Low Safety;1;High Toxicity;0.58;Low Toxicity;0.26;Medium Safety
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;C14227;34679;Di-n-octyl phthalate;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0.26;Medium Safety;0.04;High Safety;0.02;High Safety;0.18;Medium Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0.15;High Safety;0.46;Low Safety;0.94;High Toxicity;0.99;High Toxicity;0.5;Low Toxicity;0.82;Medium Toxicity;0.95;High Toxicity;0;High Safety;0.39;Low Safety;0.08;High Safety;0.52;Low Toxicity;0.83;Medium Toxicity;0.34;Low Safety;1;High Toxicity;0.18;Medium Safety;0;High Safety
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1;C14211;34595;Butylbenzyl phthalate;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0.31;Medium Safety;0.19;Medium Safety;0.02;High Safety;0.03;High Safety;0;High Safety;0.05;High Safety;0.02;High Safety;0;High Safety;0.11;High Safety;0.04;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.94;High Toxicity;0.99;High Toxicity;0.66;Low Toxicity;0.62;Low Toxicity;0.81;Medium Toxicity;0;High Safety;0.38;Low Safety;0.02;High Safety;0.32;Medium Safety;0.68;Medium Toxicity;0.37;Low Safety;0.88;High Toxicity;0.07;High Safety;0;High Safety
CCCCOC(=O)c1ccccc1C(=O)OCCCC;C14214;34687;Dibutyl phthalate;0;High Safety;0;High Safety;0.06;High Safety;0;High Safety;0.34;Low Safety;0.05;High Safety;0.02;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0.03;High Safety;0.05;High Safety;0;High Safety;0.15;High Safety;0.49;Low Safety;0.96;High Toxicity;0.99;High Toxicity;0.57;Low Toxicity;0.89;High Toxicity;0.71;Medium Toxicity;0.01;High Safety;0.34;Low Safety;0.03;High Safety;0.32;Medium Safety;0.4;Low Safety;0.4;Low Safety;1;High Toxicity;0.16;High Safety;0.05;High Safety
CCCl;C18248;47554;Chloroethane;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.02;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.28;Medium Safety;0.37;Low Safety;0.02;High Safety;0.2;Medium Safety;0.23;Medium Safety;0.01;High Safety;0.25;Medium Safety;0.04;High Safety;0.42;Low Safety;0.01;High Safety;0.37;Low Safety;0.99;High Toxicity;0.91;High Toxicity;0;High Safety
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O;C14343;35027;Trifluralin;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.07;High Safety;0.02;High Safety;0.02;High Safety;0.02;High Safety;0.85;High Toxicity;0.03;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.04;High Safety;1;High Toxicity;0.09;High Safety;0.51;Low Toxicity;0.9;High Toxicity;0.99;High Toxicity;0.05;High Safety;0.01;High Safety;0.73;Medium Toxicity;0.02;High Safety;1;High Toxicity;0.02;High Safety;0.24;Medium Safety;0.43;Low Safety;0.44;Low Safety;0.74;Medium Toxicity;0.06;High Safety;0.48;Low Safety
CCN(CC)N=O;C14422;34873;N-Nitrosodiethylamine;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.04;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.02;High Safety;1;High Toxicity;0.3;Medium Safety;0.5;Low Toxicity;0.31;Medium Safety;0.3;Medium Safety;0.46;Low Safety;0.2;Medium Safety;0.12;High Safety;0.01;High Safety;0.78;Medium Toxicity;0.02;High Safety;0.3;Medium Safety;0;High Safety;0.4;Low Safety;0.95;High Toxicity;0.99;High Toxicity;0.41;Low Safety
CCO;C00469;16236;Ethanol;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.04;High Safety;0;High Safety;0.49;Low Safety;0.98;High Toxicity;0.01;High Safety;0.01;High Safety;0.28;Medium Safety;0.02;High Safety;0.43;Low Safety;0;High Safety;0.48;Low Safety;0.91;High Toxicity;0.95;High Toxicity;0.07;High Safety
CCOC(=O)C=C;C19238;82327;Ethyl acrylate;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.02;High Safety;0.02;High Safety;0.03;High Safety;0;High Safety;0.01;High Safety;0.11;High Safety;0.03;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.53;Low Toxicity;1;High Toxicity;0;High Safety;0.96;High Toxicity;0.05;High Safety;0.03;High Safety;1;High Toxicity;0.02;High Safety;0.13;High Safety;0.09;High Safety;0.51;Low Toxicity;0.99;High Toxicity;1;High Toxicity;0.38;Low Safety
