ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
K12550;LPO;lactoperoxidase ;C00067;Aliphatic;PSL;Formaldehyde;lactoperoxidase
K12550;LPO;lactoperoxidase ;C16444;Aromatic;IARC1;Benzidine;lactoperoxidase
K12550;LPO;lactoperoxidase ;C11195;Polyaromatic;IARC2B;Mitoxantrone;lactoperoxidase
K12550;LPO;lactoperoxidase ;C16444;Aromatic;EPA;Benzidine;lactoperoxidase
K12550;LPO;lactoperoxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;lactoperoxidase
K12550;LPO;lactoperoxidase ;C11195;Nitrogen-containing;IARC2B;Mitoxantrone;lactoperoxidase
K12550;LPO;lactoperoxidase ;C14219;Aromatic;CONAMA;2-Chlorophenol;lactoperoxidase
K12550;LPO;lactoperoxidase ;C16444;Nitrogen-containing;ATSDR;Benzidine;lactoperoxidase
K12550;LPO;lactoperoxidase ;C14403;Aromatic;IARC1;ortho-Toluidine;lactoperoxidase
K12550;LPO;lactoperoxidase ;C19425;Polyaromatic;EPA;Fluoranthene;lactoperoxidase
K12550;LPO;lactoperoxidase ;C14440;Aliphatic;IARC2B;1,4-Dioxane;lactoperoxidase
K12550;LPO;lactoperoxidase ;C14219;Chlorinated;EPA;2-Chlorophenol;lactoperoxidase
K12550;LPO;lactoperoxidase ;C16444;Nitrogen-containing;IARC1;Benzidine;lactoperoxidase
K12550;LPO;lactoperoxidase ;C14440;Aliphatic;ATSDR;1,4-Dioxane;lactoperoxidase
K12550;LPO;lactoperoxidase ;C16444;Nitrogen-containing;PSL;Benzidine;lactoperoxidase
K12550;LPO;lactoperoxidase ;C14219;Aromatic;EPA;2-Chlorophenol;lactoperoxidase
K12550;LPO;lactoperoxidase ;C14219;Chlorinated;ATSDR;2-Chlorophenol;lactoperoxidase
K12644;E2.3.1.159;acridone synthase ;C06354;Polyaromatic;IARC2B;Benzophenone;synthase
K12742;ispS;isoprene synthase ;C16521;Aliphatic;IARC2B;Isoprene;synthase
K12926;DBAT;10-deacetylbaccatin III 10-O-acetyltransferase ;C19309;Aliphatic;IARC2B;Vinyl acetate;acetyltransferase
K12956;ctpV;copper-transporting P-type ATPase V ;C00070;Metal;PSL;Copper;ATPase
K12956;ctpV;copper-transporting P-type ATPase V ;C00070;Metal;ATSDR;Copper;ATPase
K12956;ctpV;copper-transporting P-type ATPase V ;C00070;Metal;EPA;Copper;ATPase
K12957;ahr;alcohol/geraniol dehydrogenase (NADP+) ;C00469;Aliphatic;IARC1;Ethanol;dehydrogenase
K12957;ahr;alcohol/geraniol dehydrogenase (NADP+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
K12957;ahr;alcohol/geraniol dehydrogenase (NADP+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
K12957;ahr;alcohol/geraniol dehydrogenase (NADP+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
K12960;mtaD;5-methylthioadenosine/S-adenosylhomocysteine deaminase ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
K12960;mtaD;5-methylthioadenosine/S-adenosylhomocysteine deaminase ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
K12968;ADAR;double-stranded RNA-specific adenosine deaminase ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
K12968;ADAR;double-stranded RNA-specific adenosine deaminase ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
K13033;HNL;(S)-hydroxynitrile lyase ;C00177;Nitrogen-containing;WFD;Cyanide ion;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C00207;Aliphatic;ATSDR;Acetone;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C00177;Nitrogen-containing;ATSDR;Cyanide ion;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C00177;Nitrogen-containing;EPA;Cyanide ion;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C00177;Inorganic;EPA;Cyanide ion;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C19263;Aliphatic;IARC2B;Methyl isobutyl ketone;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C19275;Inorganic;IARC2B;Nitromethane;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C19275;Nitrogen-containing;IARC2B;Nitromethane;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C00177;Inorganic;ATSDR;Cyanide ion;lyase
K13033;HNL;(S)-hydroxynitrile lyase ;C00177;Inorganic;WFD;Cyanide ion;lyase
K13034;ATCYSC1;L-3-cyanoalanine synthase/ cysteine synthase ;C00177;Inorganic;ATSDR;Cyanide ion;synthase
K13034;ATCYSC1;L-3-cyanoalanine synthase/ cysteine synthase ;C00177;Nitrogen-containing;WFD;Cyanide ion;synthase
K13034;ATCYSC1;L-3-cyanoalanine synthase/ cysteine synthase ;C00177;Inorganic;WFD;Cyanide ion;synthase
K13034;ATCYSC1;L-3-cyanoalanine synthase/ cysteine synthase ;C00177;Inorganic;EPA;Cyanide ion;synthase
K13034;ATCYSC1;L-3-cyanoalanine synthase/ cysteine synthase ;C00177;Nitrogen-containing;EPA;Cyanide ion;synthase
K13034;ATCYSC1;L-3-cyanoalanine synthase/ cysteine synthase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;synthase
K13034;ATCYSC1;L-3-cyanoalanine synthase/ cysteine synthase ;C00177;Nitrogen-containing;ATSDR;Cyanide ion;synthase
K13035;NIT4;beta-cyano-L-alanine hydratase/nitrilase ;C00014;Nitrogen-containing;PSL;Ammonia;hydratase
K13035;NIT4;beta-cyano-L-alanine hydratase/nitrilase ;C00014;Nitrogen-containing;ATSDR;Ammonia;hydratase
K13051;ASRGL1;L-asparaginase / beta-aspartyl-peptidase ;C00014;Nitrogen-containing;PSL;Ammonia;asparaginase
K13051;ASRGL1;L-asparaginase / beta-aspartyl-peptidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;asparaginase
K13064;PTAL;phenylalanine/tyrosine ammonia-lyase ;C00014;Nitrogen-containing;PSL;Ammonia;lyase
K13064;PTAL;phenylalanine/tyrosine ammonia-lyase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lyase
K13066;COMT;caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase ;C01197;Aromatic;IARC2B;Caffeate;methyltransferase
K13069;E2.7.7.65;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K13069;E2.7.7.65;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K13069;E2.7.7.65;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K13240;NOS1;nitric-oxide synthase, brain ;C06681;Polyaromatic;IARC2B;Mitomycin;synthase
K13240;NOS1;nitric-oxide synthase, brain ;C07569;Sulfur-containing;IARC2B;Propylthiouracil;synthase
K13240;NOS1;nitric-oxide synthase, brain ;C06681;Nitrogen-containing;IARC2B;Mitomycin;synthase
K13240;NOS1;nitric-oxide synthase, brain ;C07569;Aliphatic;IARC2B;Propylthiouracil;synthase
K13241;NOS2;nitric-oxide synthase, inducible ;C06681;Nitrogen-containing;IARC2B;Mitomycin;synthase
K13241;NOS2;nitric-oxide synthase, inducible ;C07569;Aliphatic;IARC2B;Propylthiouracil;synthase
K13241;NOS2;nitric-oxide synthase, inducible ;C06681;Polyaromatic;IARC2B;Mitomycin;synthase
K13241;NOS2;nitric-oxide synthase, inducible ;C07569;Sulfur-containing;IARC2B;Propylthiouracil;synthase
K13242;NOS3;nitric-oxide synthase, endothelial ;C07569;Aliphatic;IARC2B;Propylthiouracil;synthase
K13242;NOS3;nitric-oxide synthase, endothelial ;C06681;Polyaromatic;IARC2B;Mitomycin;synthase
K13242;NOS3;nitric-oxide synthase, endothelial ;C06681;Nitrogen-containing;IARC2B;Mitomycin;synthase
K13242;NOS3;nitric-oxide synthase, endothelial ;C07569;Sulfur-containing;IARC2B;Propylthiouracil;synthase
K13278;ASPG;60kDa lysophospholipase ;C00014;Nitrogen-containing;PSL;Ammonia;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C04317;Nitrogen-containing;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C14430;Organophosphorus;ATSDR;Dichlorvos;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C04317;Organophosphorus;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C14430;Chlorinated;IARC2B;Dichlorvos;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C14430;Organophosphorus;EPC;Dichlorvos;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C14430;Chlorinated;ATSDR;Dichlorvos;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C14430;Chlorinated;EPC;Dichlorvos;lysophospholipase
K13278;ASPG;60kDa lysophospholipase ;C14430;Organophosphorus;IARC2B;Dichlorvos;lysophospholipase
K13279;PRDX1;peroxiredoxin 1 ;C19359;Nitrogen-containing;PSL;Chloramine;peroxiredoxin 1
K13279;PRDX1;peroxiredoxin 1 ;C19359;Chlorinated;PSL;Chloramine;peroxiredoxin 1
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Chlorinated;EPC;Dichlorvos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;EPC;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;EPC;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C05371;Nitrogen-containing;IARC2B;Microcystin LR;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Chlorinated;WFD;Alachlor;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Chlorinated;EPA;Endosulfan;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Aromatic;WFD;Alachlor;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Chlorinated;EPC;Endosulfan;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;PSL;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10984;Chlorinated;EPC;Cypermethrin;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;PSL;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Inorganic;EPA;Endosulfan;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C05371;Aromatic;IARC2B;Microcystin LR;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Chlorinated;EPC;Alachlor;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Aromatic;EPC;Alachlor;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Inorganic;ATSDR;Endosulfan;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Chlorinated;WFD;Endosulfan;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Inorganic;WFD;Endosulfan;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Inorganic;EPC;Endosulfan;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;EPA;Trichloroethene;transferase
K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;EPA;Trichloroethene;transferase
K13309;desII;dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase ;C00014;Nitrogen-containing;PSL;Ammonia;lyase
K13309;desII;dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lyase
K13333;PLB;lysophospholipase ;C14430;Chlorinated;ATSDR;Dichlorvos;lysophospholipase
K13333;PLB;lysophospholipase ;C14430;Chlorinated;EPC;Dichlorvos;lysophospholipase
K13333;PLB;lysophospholipase ;C14430;Organophosphorus;IARC2B;Dichlorvos;lysophospholipase
K13333;PLB;lysophospholipase ;C14430;Organophosphorus;ATSDR;Dichlorvos;lysophospholipase
K13333;PLB;lysophospholipase ;C14430;Chlorinated;IARC2B;Dichlorvos;lysophospholipase
K13333;PLB;lysophospholipase ;C14430;Organophosphorus;EPC;Dichlorvos;lysophospholipase
K13334;CLC;eosinophil lysophospholipase (galectin-10) ;C14430;Chlorinated;IARC2B;Dichlorvos;lysophospholipase
K13334;CLC;eosinophil lysophospholipase (galectin-10) ;C14430;Chlorinated;EPC;Dichlorvos;lysophospholipase
K13334;CLC;eosinophil lysophospholipase (galectin-10) ;C14430;Organophosphorus;IARC2B;Dichlorvos;lysophospholipase
K13334;CLC;eosinophil lysophospholipase (galectin-10) ;C14430;Chlorinated;ATSDR;Dichlorvos;lysophospholipase
K13334;CLC;eosinophil lysophospholipase (galectin-10) ;C14430;Organophosphorus;EPC;Dichlorvos;lysophospholipase
K13334;CLC;eosinophil lysophospholipase (galectin-10) ;C14430;Organophosphorus;ATSDR;Dichlorvos;lysophospholipase
K13368;HSD17B2;17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) ;C07620;Polyaromatic;IARC1;Diethylstilbestrol;dehydrogenase
K13369;HSD17B6;17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) ;C07620;Polyaromatic;IARC1;Diethylstilbestrol;dehydrogenase
K13370;HSD17B8;17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit ;C07620;Polyaromatic;IARC1;Diethylstilbestrol;dehydrogenase
K13371;aauA;aralkylamine dehydrogenase light chain ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K13371;aauA;aralkylamine dehydrogenase light chain ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K13372;aauB;aralkylamine dehydrogenase heavy chain ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
K13372;aauB;aralkylamine dehydrogenase heavy chain ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
K13374;AKR1C13;aldo-keto reductase family 1 member C13 ;C14286;Polyaromatic;IARC2B;Phenolphthalein;reductase
K13378;nuoCD;NADH-quinone oxidoreductase subunit C/D ;C07210;Nitrogen-containing;IARC2B;Zidovudine;oxidoreductase
K13378;nuoCD;NADH-quinone oxidoreductase subunit C/D ;C07207;Nitrogen-containing;IARC2B;Zalcitabine;oxidoreductase
K13380;nuoBCD;NADH-quinone oxidoreductase subunit B/C/D ;C07210;Nitrogen-containing;IARC2B;Zidovudine;oxidoreductase
K13380;nuoBCD;NADH-quinone oxidoreductase subunit B/C/D ;C07207;Nitrogen-containing;IARC2B;Zalcitabine;oxidoreductase
K13381;chiA;bifunctional chitinase/lysozyme ;C14321;Polyaromatic;ATSDR;Benzo[k]fluoranthene;chitinase
K13381;chiA;bifunctional chitinase/lysozyme ;C14321;Polyaromatic;IARC2B;Benzo[k]fluoranthene;chitinase
K13381;chiA;bifunctional chitinase/lysozyme ;C14321;Polyaromatic;EPA;Benzo[k]fluoranthene;chitinase
K13381;chiA;bifunctional chitinase/lysozyme ;C14321;Polyaromatic;EPC;Benzo[k]fluoranthene;chitinase
K13427;NOA1;nitric-oxide synthase, plant ;C07569;Sulfur-containing;IARC2B;Propylthiouracil;synthase
K13427;NOA1;nitric-oxide synthase, plant ;C06681;Polyaromatic;IARC2B;Mitomycin;synthase
K13427;NOA1;nitric-oxide synthase, plant ;C06681;Nitrogen-containing;IARC2B;Mitomycin;synthase
K13427;NOA1;nitric-oxide synthase, plant ;C07569;Aliphatic;IARC2B;Propylthiouracil;synthase
K13465;EIX;ethylene-1,4-beta-xylanase ;C15234;Nitrogen-containing;EPC;Lead nitrate;xylanase
K13465;EIX;ethylene-1,4-beta-xylanase ;C15234;Metal;WFD;Lead nitrate;xylanase
K13465;EIX;ethylene-1,4-beta-xylanase ;C15234;Inorganic;WFD;Lead nitrate;xylanase
K13465;EIX;ethylene-1,4-beta-xylanase ;C15234;Nitrogen-containing;WFD;Lead nitrate;xylanase
K13465;EIX;ethylene-1,4-beta-xylanase ;C15234;Inorganic;EPC;Lead nitrate;xylanase
K13465;EIX;ethylene-1,4-beta-xylanase ;C15234;Metal;EPC;Lead nitrate;xylanase
K13497;trpGD;anthranilate synthase/phosphoribosyltransferase ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K13497;trpGD;anthranilate synthase/phosphoribosyltransferase ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K13501;TRP1;anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K13501;TRP1;anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K13503;trpEG;anthranilate synthase ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K13503;trpEG;anthranilate synthase ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K13510;LPCAT1_2;lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase ;C04317;Nitrogen-containing;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;acyltransferase
K13510;LPCAT1_2;lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase ;C04317;Organophosphorus;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;acyltransferase
K13512;LPCAT4;lysophospholipid acyltransferase ;C04317;Organophosphorus;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;acyltransferase
K13512;LPCAT4;lysophospholipid acyltransferase ;C04317;Nitrogen-containing;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;acyltransferase
K13515;LPCAT3;lysophospholipid acyltransferase 5 ;C04317;Nitrogen-containing;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;acyltransferase
K13515;LPCAT3;lysophospholipid acyltransferase 5 ;C04317;Organophosphorus;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;acyltransferase
K13519;LPT1;lysophospholipid acyltransferase ;C04317;Organophosphorus;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;acyltransferase
K13519;LPT1;lysophospholipid acyltransferase ;C04317;Nitrogen-containing;PSL;1-Organyl-2-lyso-sn-glycero-3-phosphocholine;acyltransferase
K13524;ABAT;4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase ;C19304;Nitrogen-containing;IARC2B;Thiouracil;aminotransferase
K13524;ABAT;4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase ;C19304;Aliphatic;IARC2B;Thiouracil;aminotransferase
K13524;ABAT;4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase ;C10984;Chlorinated;EPC;Cypermethrin;aminotransferase
K13524;ABAT;4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase ;C19304;Sulfur-containing;IARC2B;Thiouracil;aminotransferase
K13524;ABAT;4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase ;C10984;Polyaromatic;EPC;Cypermethrin;aminotransferase
K13524;ABAT;4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase ;C10984;Nitrogen-containing;EPC;Cypermethrin;aminotransferase
K13529;ada-alkA;AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II ;C14592;Nitrogen-containing;IARC2A;N-Methyl-N'-nitro-N-nitrosoguanidine;glycosylase
K13529;ada-alkA;AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II ;C14592;Inorganic;IARC2A;N-Methyl-N'-nitro-N-nitrosoguanidine;glycosylase
K13531;adaB;methylated-DNA-[protein]-cysteine S-methyltransferase ;C18447;Halogenated;EPA;Methyl bromide;methyltransferase
K13531;adaB;methylated-DNA-[protein]-cysteine S-methyltransferase ;C18447;Aliphatic;EPA;Methyl bromide;methyltransferase
K13541;cbiGH-cobJ;cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase ;C00084;Aliphatic;IARC1;Acetaldehyde;hydrolase
K13541;cbiGH-cobJ;cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase ;C00084;Aliphatic;IARC2B;Acetaldehyde;hydrolase
K13541;cbiGH-cobJ;cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase ;C00084;Aliphatic;PSL;Acetaldehyde;hydrolase
K13566;NIT2;omega-amidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;amidase
K13566;NIT2;omega-amidase ;C00014;Nitrogen-containing;PSL;Ammonia;amidase
K13590;dgcB;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K13590;dgcB;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K13590;dgcB;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K13616;AADAC;arylacetamide deacetylase ;C14175;Aromatic;EPA;Diethyl phthalate;deacetylase
K13711;PI4K2;phosphatidylinositol 4-kinase type 2 ;C14185;Aliphatic;IARC2B;Heptachlor;kinase
K13711;PI4K2;phosphatidylinositol 4-kinase type 2 ;C14185;Chlorinated;EPA;Heptachlor;kinase
K13711;PI4K2;phosphatidylinositol 4-kinase type 2 ;C14185;Chlorinated;EPC;Heptachlor;kinase
