sample;ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K17989;SDS;L-serine/L-threonine ammonia-lyase ;C00014;Nitrogen-containing;PSL;Ammonia;lyase
Aspergillus nidulans - ani;K17989;SDS;L-serine/L-threonine ammonia-lyase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lyase
Aspergillus nidulans - ani;K00888;PI4KA;phosphatidylinositol 4-kinase A ;C14185;Chlorinated;EPA;Heptachlor;kinase
Aspergillus nidulans - ani;K00888;PI4KA;phosphatidylinositol 4-kinase A ;C14185;Aliphatic;EPC;Heptachlor;kinase
Aspergillus nidulans - ani;K00888;PI4KA;phosphatidylinositol 4-kinase A ;C14185;Aliphatic;EPA;Heptachlor;kinase
Aspergillus nidulans - ani;K00888;PI4KA;phosphatidylinositol 4-kinase A ;C14185;Chlorinated;EPC;Heptachlor;kinase
Aspergillus nidulans - ani;K00888;PI4KA;phosphatidylinositol 4-kinase A ;C14185;Chlorinated;IARC2B;Heptachlor;kinase
Aspergillus nidulans - ani;K00888;PI4KA;phosphatidylinositol 4-kinase A ;C14185;Chlorinated;ATSDR;Heptachlor;kinase
Aspergillus nidulans - ani;K00888;PI4KA;phosphatidylinositol 4-kinase A ;C14185;Aliphatic;IARC2B;Heptachlor;kinase
Aspergillus nidulans - ani;K00888;PI4KA;phosphatidylinositol 4-kinase A ;C14185;Aliphatic;ATSDR;Heptachlor;kinase
Aspergillus nidulans - ani;K25880;LADA;L-arabinitol 4-dehydrogenase ;C00038;Metal;ATSDR;Zinc cation;dehydrogenase
Aspergillus nidulans - ani;K25880;LADA;L-arabinitol 4-dehydrogenase ;C00038;Metal;EPA;Zinc cation;dehydrogenase
Aspergillus nidulans - ani;K00262;E1.4.1.4;glutamate dehydrogenase (NADP+) ;C00014;Nitrogen-containing;PSL;Ammonia;dehydrogenase
Aspergillus nidulans - ani;K00262;E1.4.1.4;glutamate dehydrogenase (NADP+) ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydrogenase
Aspergillus nidulans - ani;K00567;ogt;methylated-DNA-[protein]-cysteine S-methyltransferase ;C18447;Halogenated;EPA;Methyl bromide;methyltransferase
Aspergillus nidulans - ani;K00567;ogt;methylated-DNA-[protein]-cysteine S-methyltransferase ;C18447;Aliphatic;EPA;Methyl bromide;methyltransferase
Aspergillus nidulans - ani;K00914;PIK3C3;phosphatidylinositol 3-kinase ;C07675;Aromatic;IARC2A;Pioglitazone;kinase
Aspergillus nidulans - ani;K00914;PIK3C3;phosphatidylinositol 3-kinase ;C07675;Sulfur-containing;IARC2A;Pioglitazone;kinase
Aspergillus nidulans - ani;K00914;PIK3C3;phosphatidylinositol 3-kinase ;C07675;Nitrogen-containing;IARC2A;Pioglitazone;kinase
Aspergillus nidulans - ani;K00133;asd;aspartate-semialdehyde dehydrogenase ;C07308;Inorganic;IARC2B;Cacodylate;dehydrogenase
Aspergillus nidulans - ani;K00133;asd;aspartate-semialdehyde dehydrogenase ;C07308;Metal;IARC2B;Cacodylate;dehydrogenase
Aspergillus nidulans - ani;K00133;asd;aspartate-semialdehyde dehydrogenase ;C07308;Inorganic;ATSDR;Cacodylate;dehydrogenase
Aspergillus nidulans - ani;K00133;asd;aspartate-semialdehyde dehydrogenase ;C07308;Metal;ATSDR;Cacodylate;dehydrogenase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;WFD;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;WFD;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPC;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;EPC;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPC;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Chlorinated;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPC;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;PSL;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPA;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Aromatic;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPA;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Aromatic;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;ATSDR;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPC;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;PSL;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
Aspergillus nidulans - ani;K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
Aspergillus nidulans - ani;K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
Aspergillus nidulans - ani;K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
Aspergillus nidulans - ani;K00026;MDH2;malate dehydrogenase ;C06747;Aromatic;PSL;Phenylmethanesulfonyl fluoride;dehydrogenase
Aspergillus nidulans - ani;K00026;MDH2;malate dehydrogenase ;C06747;Sulfur-containing;PSL;Phenylmethanesulfonyl fluoride;dehydrogenase
Aspergillus nidulans - ani;K00026;MDH2;malate dehydrogenase ;C08142;Inorganic;PSL;Sodium fluoride;dehydrogenase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C14219;Chlorinated;ATSDR;2-Chlorophenol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C14219;Chlorinated;EPA;2-Chlorophenol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C00090;Aromatic;WFD;Catechol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C14219;Aromatic;CONAMA;2-Chlorophenol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C00090;Aromatic;IARC2B;Catechol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C14219;Chlorinated;CONAMA;2-Chlorophenol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C00090;Aromatic;ATSDR;Catechol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C01197;Aromatic;IARC2B;Caffeate;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C00090;Aromatic;PSL;Catechol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C14219;Aromatic;ATSDR;2-Chlorophenol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C14219;Aromatic;EPA;2-Chlorophenol;tyrosinase
Aspergillus nidulans - ani;K00505;TYR;tyrosinase ;C00090;Aromatic;EPC;Catechol;tyrosinase
Aspergillus nidulans - ani;K00344;qor;NADPH:quinone reductase ;C10312;Aromatic;IARC2B;Danthron;reductase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C13884;Metal;ATSDR;Strontium cation;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;WFD;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;WFD;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPC;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;EPC;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPC;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Chlorinated;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPC;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;PSL;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPA;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Aromatic;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPA;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Aromatic;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;ATSDR;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPC;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;PSL;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
Aspergillus nidulans - ani;K00864;glpK;glycerol kinase ;C18676;Chlorinated;IARC2B;alpha-Chlorohydrin;kinase
Aspergillus nidulans - ani;K00864;glpK;glycerol kinase ;C18676;Aliphatic;IARC2B;alpha-Chlorohydrin;kinase
Aspergillus nidulans - ani;K00106;XDH;xanthine dehydrogenase/oxidase ;C19396;Halogenated;IARC2B;Dibromoacetonitrile;dehydrogenase
Aspergillus nidulans - ani;K00106;XDH;xanthine dehydrogenase/oxidase ;C19396;Nitrogen-containing;IARC2B;Dibromoacetonitrile;dehydrogenase
Aspergillus nidulans - ani;K14264;BNA3;kynurenine aminotransferase ;C13672;Aliphatic;WFD;AMPA;aminotransferase
Aspergillus nidulans - ani;K14264;BNA3;kynurenine aminotransferase ;C13672;Nitrogen-containing;WFD;AMPA;aminotransferase
Aspergillus nidulans - ani;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Polyaromatic;IARC1;2-Naphthylamine;glutamyltranspeptidase
Aspergillus nidulans - ani;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Nitrogen-containing;IARC1;2-Naphthylamine;glutamyltranspeptidase
Aspergillus nidulans - ani;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
Aspergillus nidulans - ani;K00276;AOC3;primary-amine oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
Aspergillus nidulans - ani;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
Aspergillus nidulans - ani;K00276;AOC3;primary-amine oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
Aspergillus nidulans - ani;K00276;AOC3;primary-amine oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
Aspergillus nidulans - ani;K14213;PEPD;Xaa-Pro dipeptidase ;C19256;Nitrogen-containing;IARC2B;Merphalan;dipeptidase
Aspergillus nidulans - ani;K14213;PEPD;Xaa-Pro dipeptidase ;C07591;Nitrogen-containing;IARC2A;Phenacetin;dipeptidase
Aspergillus nidulans - ani;K14213;PEPD;Xaa-Pro dipeptidase ;C19256;Aromatic;IARC2B;Merphalan;dipeptidase
Aspergillus nidulans - ani;K14213;PEPD;Xaa-Pro dipeptidase ;C07591;Aromatic;IARC2A;Phenacetin;dipeptidase
Aspergillus nidulans - ani;K14213;PEPD;Xaa-Pro dipeptidase ;C19256;Chlorinated;IARC2B;Merphalan;dipeptidase
Aspergillus nidulans - ani;K00327;POR;NADPH-ferrihemoprotein reductase ;C11195;Nitrogen-containing;IARC2B;Mitoxantrone;reductase
Aspergillus nidulans - ani;K00327;POR;NADPH-ferrihemoprotein reductase ;C07569;Aliphatic;IARC2B;Propylthiouracil;reductase
Aspergillus nidulans - ani;K00327;POR;NADPH-ferrihemoprotein reductase ;C11195;Polyaromatic;IARC2B;Mitoxantrone;reductase
Aspergillus nidulans - ani;K00327;POR;NADPH-ferrihemoprotein reductase ;C14286;Polyaromatic;IARC2B;Phenolphthalein;reductase
